id;user_group_type
ba012459-1b36-4556-ac9c-c1cb2f038c30;CONTENTMANAGER
00f9d38b-2a7b-475e-9949-90d274651d9b;USER
a16c8195-9eb0-44a4-95d2-0f5be7ad8927;ADMIN
cb77aa9a-5fe4-4c8c-b944-676310ab50d3;GUEST
9baa3d65-58bc-48c9-b07a-4ad033ba0602;MODERATOR
